Time,Chatroom(Desired),Chatroom(Opened),Message Input,Unique Code(Searched),Chatroom(Found),Status,Reason(FAIL)
2025-07-16 05:26:34,test 7,test 7,"MI2 NND(A) #06 INTEGRATION LOT_ID: 75d261336a has NG Rate of 6.45% at 2025-07-16 05:26:26. Total defect count is 107. Surface defect count: 50, Dimension defect count: 57. Please Check!!",778766fe,test 7,SUCCESS,
2025-07-16 05:26:44,test 6,test 6,"MI2 NND(C) #01 INTEGRATION LOT_ID: 984c1fc5b1 has NG Rate of 0.54% at 2025-07-16 05:26:36. Total defect count is 99. Surface defect count: 45, Dimension defect count: 54. Please Check!!",2754adf5,test 6,SUCCESS,
2025-07-16 05:26:54,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(A) #03 FOIL LOT_ID: d44f540cfc has NG Rate of 5.83% at 2025-07-16 05:26:46. Total defect count is 154. Surface defect count: 62, Dimension defect count: 92. Please Check!!",ae654662,김지희 (Jihee Kim),SUCCESS,
2025-07-16 05:27:04,test 10,test 10,"MI2 NND(C) #06 FOIL LOT_ID: 1fd5545e03 has NG Rate of 11.21% at 2025-07-16 05:26:56. Total defect count is 102. Surface defect count: 21, Dimension defect count: 81. Please Check!!",7f87a015,test 10,SUCCESS,
2025-07-16 05:27:14,test 7,test 7,"MI2 NND(C) #03 NGMARKING LOT_ID: f886ddaaf6 has NG Rate of 8.59% at 2025-07-16 05:27:06. Total defect count is 73. Surface defect count: 18, Dimension defect count: 55. Please Check!!",173e3434,test 7,SUCCESS,
2025-07-16 05:27:24,test 6,test 6,"MI2 NND(C) #01 NGMARKING LOT_ID: 0fda78e30e has NG Rate of 4.51% at 2025-07-16 05:27:16. Total defect count is 122. Surface defect count: 76, Dimension defect count: 46. Please Check!!",d94d0a6b,test 6,SUCCESS,
2025-07-16 05:27:34,test 8,test 8,"MI2 NND(A) #06 FOIL LOT_ID: cf4566fe15 has NG Rate of 2.23% at 2025-07-16 05:27:26. Total defect count is 114. Surface defect count: 97, Dimension defect count: 17. Please Check!!",60991297,test 8,SUCCESS,
2025-07-16 05:27:43,test 10,test 10,"MI2 NND(C) #02 INTEGRATION LOT_ID: 4f1e473282 has NG Rate of 0.99% at 2025-07-16 05:27:36. Total defect count is 176. Surface defect count: 95, Dimension defect count: 81. Please Check!!",a9751849,test 10,SUCCESS,
2025-07-16 05:27:53,test 6,test 6,"MI2 NND(C) #02 FOIL LOT_ID: 67521ac98e has NG Rate of 8.71% at 2025-07-16 05:27:46. Total defect count is 119. Surface defect count: 79, Dimension defect count: 40. Please Check!!",998b5842,test 6,SUCCESS,
2025-07-16 05:28:03,test 8,test 8,"MI2 NND(C) #01 NGMARKING LOT_ID: 2d1631e44b has NG Rate of 11.66% at 2025-07-16 05:27:55. Total defect count is 86. Surface defect count: 13, Dimension defect count: 73. Please Check!!",1d7ca0e9,test 8,SUCCESS,
2025-07-16 05:28:13,NND alert test 1,NND alert test 1,"MI2 NND(C) #01 INTEGRATION LOT_ID: 36048ba22e has NG Rate of 18.44% at 2025-07-16 05:28:05. Total defect count is 78. Surface defect count: 42, Dimension defect count: 36. Please Check!!",e3b3ad3c,NND alert test 1,SUCCESS,
2025-07-16 05:28:23,test 8,test 8,"MI2 NND(C) #02 INTEGRATION LOT_ID: 90728289b8 has NG Rate of 13.95% at 2025-07-16 05:28:15. Total defect count is 123. Surface defect count: 42, Dimension defect count: 81. Please Check!!",b3ceb23c,test 8,SUCCESS,
2025-07-16 05:28:33,test 7,test 7,"MI2 NND(A) #06 NGMARKING LOT_ID: c36fa30894 has NG Rate of 10.34% at 2025-07-16 05:28:25. Total defect count is 119. Surface defect count: 22, Dimension defect count: 97. Please Check!!",d435f944,test 7,SUCCESS,
2025-07-16 05:28:43,test 7,test 7,"MI2 NND(C) #04 FOIL LOT_ID: 34da860b7b has NG Rate of 6.91% at 2025-07-16 05:28:35. Total defect count is 107. Surface defect count: 60, Dimension defect count: 47. Please Check!!",7fc2ccac,test 7,SUCCESS,
2025-07-16 05:28:53,test 7,test 7,"MI2 NND(A) #05 FOIL LOT_ID: 81c8306a76 has NG Rate of 16.58% at 2025-07-16 05:28:45. Total defect count is 93. Surface defect count: 34, Dimension defect count: 59. Please Check!!",0e47ae8e,test 7,SUCCESS,
2025-07-16 05:29:03,test 4,test 4,"MI2 NND(C) #03 NGMARKING LOT_ID: a22dacfda9 has NG Rate of 13.72% at 2025-07-16 05:28:55. Total defect count is 42. Surface defect count: 35, Dimension defect count: 7. Please Check!!",06d3de90,test 4,SUCCESS,
2025-07-16 05:29:13,test 8,test 8,"MI2 NND(A) #02 NGMARKING LOT_ID: ac6b742b41 has NG Rate of 7.63% at 2025-07-16 05:29:05. Total defect count is 90. Surface defect count: 4, Dimension defect count: 86. Please Check!!",e3973117,test 8,SUCCESS,
2025-07-16 05:29:22,test 10,test 10,"MI2 NND(C) #02 NGMARKING LOT_ID: 76851cd29a has NG Rate of 15.11% at 2025-07-16 05:29:15. Total defect count is 95. Surface defect count: 35, Dimension defect count: 60. Please Check!!",42dcd249,test 10,SUCCESS,
2025-07-16 05:29:32,test 6,test 6,"MI2 NND(C) #03 NGMARKING LOT_ID: 80ab90bb99 has NG Rate of 0.24% at 2025-07-16 05:29:24. Total defect count is 91. Surface defect count: 10, Dimension defect count: 81. Please Check!!",0f2ddd1b,test 6,SUCCESS,
2025-07-16 05:29:42,NND alert test 3,NND alert test 3,"MI2 NND(C) #02 INTEGRATION LOT_ID: 01fe9df2ca has NG Rate of 18.91% at 2025-07-16 05:29:34. Total defect count is 114. Surface defect count: 97, Dimension defect count: 17. Please Check!!",9182fcdc,NND alert test 3,SUCCESS,
2025-07-16 05:29:52,test 8,test 8,"MI2 NND(C) #01 FOIL LOT_ID: aa942a8389 has NG Rate of 12.18% at 2025-07-16 05:29:44. Total defect count is 38. Surface defect count: 21, Dimension defect count: 17. Please Check!!",fc7ff606,test 8,SUCCESS,
2025-07-16 05:30:02,test 6,test 6,"MI2 NND(A) #02 NGMARKING LOT_ID: 08085761c3 has NG Rate of 15.04% at 2025-07-16 05:29:54. Total defect count is 68. Surface defect count: 23, Dimension defect count: 45. Please Check!!",a6e4f74d,test 6,SUCCESS,
2025-07-16 05:30:12,NND alert test 3,NND alert test 3,"MI2 NND(C) #04 INTEGRATION LOT_ID: c600736298 has NG Rate of 13.08% at 2025-07-16 05:30:04. Total defect count is 83. Surface defect count: 1, Dimension defect count: 82. Please Check!!",9e31b4e5,NND alert test 3,SUCCESS,
2025-07-16 05:30:22,test 5,test 5,"MI2 NND(A) #04 INTEGRATION LOT_ID: eac5bbac64 has NG Rate of 16.47% at 2025-07-16 05:30:14. Total defect count is 132. Surface defect count: 50, Dimension defect count: 82. Please Check!!",f0944885,test 5,SUCCESS,
2025-07-16 05:30:32,test 6,test 6,"MI2 NND(C) #06 FOIL LOT_ID: 399be6c2a2 has NG Rate of 10.12% at 2025-07-16 05:30:24. Total defect count is 28. Surface defect count: 5, Dimension defect count: 23. Please Check!!",bcd3d9a4,test 6,SUCCESS,
2025-07-16 05:30:41,test 4,test 4,"MI2 NND(A) #06 INTEGRATION LOT_ID: 176d229d41 has NG Rate of 11.11% at 2025-07-16 05:30:34. Total defect count is 64. Surface defect count: 31, Dimension defect count: 33. Please Check!!",0d24d69f,test 4,SUCCESS,
2025-07-16 05:30:51,test 7,test 7,"MI2 NND(A) #01 NGMARKING LOT_ID: b1c02cebd5 has NG Rate of 15.14% at 2025-07-16 05:30:43. Total defect count is 91. Surface defect count: 28, Dimension defect count: 63. Please Check!!",394d1d8d,test 7,SUCCESS,
2025-07-16 05:36:01,test 8,test 8,"MI2 NND(A) #06 INTEGRATION LOT_ID: 585b896061 has NG Rate of 2.83% at 2025-07-16 05:35:53. Total defect count is 138. Surface defect count: 58, Dimension defect count: 80. Please Check!!",865601fa,test 8,SUCCESS,
2025-07-16 05:41:11,test 7,test 7,"MI2 NND(A) #03 INTEGRATION LOT_ID: ebae541150 has NG Rate of 12.60% at 2025-07-16 05:41:03. Total defect count is 81. Surface defect count: 58, Dimension defect count: 23. Please Check!!",60ffd6d0,test 7,SUCCESS,
2025-07-16 05:41:21,NND alert test 1,NND alert test 1,"MI2 NND(A) #05 INTEGRATION LOT_ID: 36e2306059 has NG Rate of 12.93% at 2025-07-16 05:41:13. Total defect count is 138. Surface defect count: 75, Dimension defect count: 63. Please Check!!",2e33932f,NND alert test 1,SUCCESS,
2025-07-16 05:41:31,test 4,test 4,"MI2 NND(C) #06 NGMARKING LOT_ID: 54a0e2fd4e has NG Rate of 15.02% at 2025-07-16 05:41:23. Total defect count is 78. Surface defect count: 3, Dimension defect count: 75. Please Check!!",661ce138,test 4,SUCCESS,
2025-07-16 05:41:41,test 7,test 7,"MI2 NND(A) #03 FOIL LOT_ID: 6042c275a7 has NG Rate of 2.35% at 2025-07-16 05:41:33. Total defect count is 139. Surface defect count: 91, Dimension defect count: 48. Please Check!!",401cbf93,test 7,SUCCESS,
2025-07-16 05:41:51,NND alert test 3,NND alert test 3,"MI2 NND(C) #01 NGMARKING LOT_ID: c96eab22e8 has NG Rate of 13.30% at 2025-07-16 05:41:43. Total defect count is 74. Surface defect count: 55, Dimension defect count: 19. Please Check!!",41f149a4,NND alert test 3,SUCCESS,
2025-07-16 05:42:01,test 8,test 8,"MI2 NND(C) #03 FOIL LOT_ID: 888eaa3898 has NG Rate of 9.95% at 2025-07-16 05:41:53. Total defect count is 172. Surface defect count: 72, Dimension defect count: 100. Please Check!!",4642de3b,test 8,SUCCESS,
2025-07-16 05:42:11,NND alert test 2,NND alert test 2,"MI2 NND(A) #04 INTEGRATION LOT_ID: 5777352955 has NG Rate of 16.57% at 2025-07-16 05:42:03. Total defect count is 75. Surface defect count: 33, Dimension defect count: 42. Please Check!!",4f806c8b,NND alert test 2,SUCCESS,
2025-07-16 05:42:20,test 5,test 5,"MI2 NND(C) #04 FOIL LOT_ID: b5bfd8bb69 has NG Rate of 7.72% at 2025-07-16 05:42:13. Total defect count is 136. Surface defect count: 49, Dimension defect count: 87. Please Check!!",e9633990,test 5,SUCCESS,
2025-07-16 05:42:30,test 4,test 4,"MI2 NND(C) #02 NGMARKING LOT_ID: 2c8e333d1c has NG Rate of 6.75% at 2025-07-16 05:42:22. Total defect count is 19. Surface defect count: 16, Dimension defect count: 3. Please Check!!",0cda9de0,test 4,SUCCESS,
2025-07-16 05:42:40,NND alert test 2,NND alert test 2,"MI2 NND(C) #01 INTEGRATION LOT_ID: b18f2c220f has NG Rate of 7.90% at 2025-07-16 05:42:32. Total defect count is 96. Surface defect count: 57, Dimension defect count: 39. Please Check!!",f84769a1,NND alert test 2,SUCCESS,
2025-07-16 05:42:50,test 7,test 7,"MI2 NND(C) #05 FOIL LOT_ID: 4aabf32cbc has NG Rate of 14.30% at 2025-07-16 05:42:42. Total defect count is 36. Surface defect count: 34, Dimension defect count: 2. Please Check!!",82cc165c,test 7,SUCCESS,
2025-07-16 05:43:00,NND alert test 3,NND alert test 3,"MI2 NND(C) #01 FOIL LOT_ID: e02ad2420d has NG Rate of 11.98% at 2025-07-16 05:42:52. Total defect count is 110. Surface defect count: 43, Dimension defect count: 67. Please Check!!",9c6e2f0a,NND alert test 3,SUCCESS,
2025-07-16 05:43:10,test 9,test 9,"MI2 NND(C) #05 NGMARKING LOT_ID: c431dac079 has NG Rate of 2.99% at 2025-07-16 05:43:02. Total defect count is 109. Surface defect count: 99, Dimension defect count: 10. Please Check!!",968e2737,test 9,SUCCESS,
2025-07-16 05:43:20,test 10,test 10,"MI2 NND(A) #02 INTEGRATION LOT_ID: ebcfccf7e5 has NG Rate of 19.63% at 2025-07-16 05:43:12. Total defect count is 105. Surface defect count: 100, Dimension defect count: 5. Please Check!!",6775571f,test 10,SUCCESS,
2025-07-16 05:43:30,NND alert test 2,NND alert test 2,"MI2 NND(A) #02 FOIL LOT_ID: 52e1c41671 has NG Rate of 0.90% at 2025-07-16 05:43:22. Total defect count is 78. Surface defect count: 55, Dimension defect count: 23. Please Check!!",0a7d1da5,NND alert test 2,SUCCESS,
2025-07-16 05:43:40,test 9,test 9,"MI2 NND(A) #03 FOIL LOT_ID: 975ed602b6 has NG Rate of 2.42% at 2025-07-16 05:43:32. Total defect count is 66. Surface defect count: 29, Dimension defect count: 37. Please Check!!",ba22a8ac,test 9,SUCCESS,
2025-07-16 05:43:49,NND alert test 1,NND alert test 1,"MI2 NND(C) #03 INTEGRATION LOT_ID: 619fe819aa has NG Rate of 11.19% at 2025-07-16 05:43:42. Total defect count is 87. Surface defect count: 54, Dimension defect count: 33. Please Check!!",3b13e88d,NND alert test 1,SUCCESS,
2025-07-16 05:43:59,test 10,test 10,"MI2 NND(A) #06 FOIL LOT_ID: a1edf2c083 has NG Rate of 12.20% at 2025-07-16 05:43:51. Total defect count is 118. Surface defect count: 68, Dimension defect count: 50. Please Check!!",d07f6c40,test 10,SUCCESS,
2025-07-16 05:44:09,test 9,test 9,"MI2 NND(C) #02 INTEGRATION LOT_ID: 81502c5489 has NG Rate of 18.80% at 2025-07-16 05:44:01. Total defect count is 59. Surface defect count: 58, Dimension defect count: 1. Please Check!!",2750343a,test 9,SUCCESS,
2025-07-16 05:44:19,test 4,test 4,"MI2 NND(C) #03 NGMARKING LOT_ID: d8a79504b6 has NG Rate of 11.57% at 2025-07-16 05:44:11. Total defect count is 61. Surface defect count: 57, Dimension defect count: 4. Please Check!!",e8becb8c,test 4,SUCCESS,
2025-07-16 05:44:29,test 6,test 6,"MI2 NND(A) #03 INTEGRATION LOT_ID: 51086390ca has NG Rate of 5.65% at 2025-07-16 05:44:21. Total defect count is 31. Surface defect count: 10, Dimension defect count: 21. Please Check!!",95a67d41,test 6,SUCCESS,
2025-07-16 05:44:39,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(A) #05 FOIL LOT_ID: 5bd5331a7c has NG Rate of 12.92% at 2025-07-16 05:44:31. Total defect count is 113. Surface defect count: 28, Dimension defect count: 85. Please Check!!",96879845,김지희 (Jihee Kim),SUCCESS,
2025-07-16 05:44:49,test 10,test 10,"MI2 NND(C) #01 INTEGRATION LOT_ID: 1f61655a58 has NG Rate of 19.09% at 2025-07-16 05:44:41. Total defect count is 68. Surface defect count: 36, Dimension defect count: 32. Please Check!!",e1fd569a,test 10,SUCCESS,
2025-07-16 05:44:59,test 10,test 10,"MI2 NND(A) #03 INTEGRATION LOT_ID: 84ccbfd9b8 has NG Rate of 4.55% at 2025-07-16 05:44:51. Total defect count is 158. Surface defect count: 66, Dimension defect count: 92. Please Check!!",5a983ade,test 10,SUCCESS,
2025-07-16 05:45:09,test 4,test 4,"MI2 NND(C) #01 FOIL LOT_ID: 629fd3a4d6 has NG Rate of 8.94% at 2025-07-16 05:45:01. Total defect count is 23. Surface defect count: 1, Dimension defect count: 22. Please Check!!",ebf73ceb,test 4,SUCCESS,
2025-07-16 05:45:18,test 10,test 10,"MI2 NND(A) #03 INTEGRATION LOT_ID: b99177f26b has NG Rate of 4.90% at 2025-07-16 05:45:11. Total defect count is 62. Surface defect count: 43, Dimension defect count: 19. Please Check!!",142f80bf,test 10,SUCCESS,
2025-07-16 05:45:28,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(A) #02 INTEGRATION LOT_ID: 6a118e511e has NG Rate of 14.23% at 2025-07-16 05:45:20. Total defect count is 17. Surface defect count: 15, Dimension defect count: 2. Please Check!!",21ba174f,김지희 (Jihee Kim),SUCCESS,
2025-07-16 05:45:38,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(C) #03 FOIL LOT_ID: 7b6f2bbd97 has NG Rate of 4.78% at 2025-07-16 05:45:30. Total defect count is 58. Surface defect count: 39, Dimension defect count: 19. Please Check!!",041306fb,김지희 (Jihee Kim),SUCCESS,
2025-07-16 05:45:48,NND alert test 1,NND alert test 1,"MI2 NND(C) #06 INTEGRATION LOT_ID: c554dceef7 has NG Rate of 19.74% at 2025-07-16 05:45:40. Total defect count is 90. Surface defect count: 28, Dimension defect count: 62. Please Check!!",3f0163bc,NND alert test 1,SUCCESS,
2025-07-16 05:50:58,test 5,test 5,"MI2 NND(C) #06 INTEGRATION LOT_ID: d79ef6fb32 has NG Rate of 3.36% at 2025-07-16 05:50:50. Total defect count is 143. Surface defect count: 59, Dimension defect count: 84. Please Check!!",8263793b,test 5,SUCCESS,
2025-07-16 05:51:08,test 4,test 4,"MI2 NND(C) #01 INTEGRATION LOT_ID: 9091f064ea has NG Rate of 12.62% at 2025-07-16 05:51:00. Total defect count is 115. Surface defect count: 93, Dimension defect count: 22. Please Check!!",45f99358,test 4,SUCCESS,
2025-07-16 05:51:18,NND alert test 3,NND alert test 3,"MI2 NND(A) #06 INTEGRATION LOT_ID: 0b76166439 has NG Rate of 19.57% at 2025-07-16 05:51:10. Total defect count is 112. Surface defect count: 87, Dimension defect count: 25. Please Check!!",d40ddb4e,NND alert test 3,SUCCESS,
2025-07-16 05:51:28,NND alert test 3,NND alert test 3,"MI2 NND(A) #04 FOIL LOT_ID: eff99a602f has NG Rate of 13.68% at 2025-07-16 05:51:20. Total defect count is 82. Surface defect count: 5, Dimension defect count: 77. Please Check!!",c9c71466,NND alert test 3,SUCCESS,
2025-07-16 05:51:38,NND alert test 1,NND alert test 1,"MI2 NND(C) #04 INTEGRATION LOT_ID: 6be46cfdee has NG Rate of 8.25% at 2025-07-16 05:51:30. Total defect count is 95. Surface defect count: 64, Dimension defect count: 31. Please Check!!",0c3ca61d,NND alert test 1,SUCCESS,
2025-07-16 05:51:48,test 8,test 8,"MI2 NND(A) #03 FOIL LOT_ID: a391ce4b6c has NG Rate of 8.98% at 2025-07-16 05:51:40. Total defect count is 58. Surface defect count: 46, Dimension defect count: 12. Please Check!!",eb2778e8,test 8,SUCCESS,
2025-07-16 05:51:58,test 9,test 9,"MI2 NND(C) #02 INTEGRATION LOT_ID: e753685930 has NG Rate of 12.79% at 2025-07-16 05:51:50. Total defect count is 118. Surface defect count: 36, Dimension defect count: 82. Please Check!!",39d816d2,test 9,SUCCESS,
2025-07-16 05:52:08,test 10,test 10,"MI2 NND(C) #01 NGMARKING LOT_ID: 1f0a5742bb has NG Rate of 13.31% at 2025-07-16 05:52:00. Total defect count is 168. Surface defect count: 94, Dimension defect count: 74. Please Check!!",6e47a6d8,test 10,SUCCESS,
2025-07-16 05:52:17,test 10,test 10,"MI2 NND(A) #01 INTEGRATION LOT_ID: 45082c3662 has NG Rate of 19.22% at 2025-07-16 05:52:10. Total defect count is 121. Surface defect count: 43, Dimension defect count: 78. Please Check!!",5d1f1e2d,test 10,SUCCESS,
2025-07-16 05:52:27,test 7,test 7,"MI2 NND(A) #05 FOIL LOT_ID: 55500bcd63 has NG Rate of 19.98% at 2025-07-16 05:52:19. Total defect count is 142. Surface defect count: 70, Dimension defect count: 72. Please Check!!",b1b67e07,test 7,SUCCESS,
2025-07-16 05:52:37,test 6,test 6,"MI2 NND(C) #04 FOIL LOT_ID: f3f2146abb has NG Rate of 7.73% at 2025-07-16 05:52:29. Total defect count is 37. Surface defect count: 14, Dimension defect count: 23. Please Check!!",027c946c,test 6,SUCCESS,
2025-07-16 05:52:47,test 9,test 9,"MI2 NND(A) #02 INTEGRATION LOT_ID: 8da8456308 has NG Rate of 19.82% at 2025-07-16 05:52:39. Total defect count is 134. Surface defect count: 46, Dimension defect count: 88. Please Check!!",cb0e485a,test 9,SUCCESS,
2025-07-16 05:52:57,test 8,test 8,"MI2 NND(C) #06 NGMARKING LOT_ID: 55d5cfde5e has NG Rate of 1.89% at 2025-07-16 05:52:49. Total defect count is 180. Surface defect count: 87, Dimension defect count: 93. Please Check!!",0a1598a6,test 8,SUCCESS,
2025-07-16 05:53:07,NND alert test 2,NND alert test 2,"MI2 NND(A) #01 NGMARKING LOT_ID: 1f4cf1055f has NG Rate of 12.66% at 2025-07-16 05:52:59. Total defect count is 105. Surface defect count: 58, Dimension defect count: 47. Please Check!!",79eaf4c5,NND alert test 2,SUCCESS,
2025-07-16 05:53:17,test 9,test 9,"MI2 NND(C) #06 NGMARKING LOT_ID: 62e18410ea has NG Rate of 17.40% at 2025-07-16 05:53:09. Total defect count is 50. Surface defect count: 6, Dimension defect count: 44. Please Check!!",58291914,test 9,SUCCESS,
2025-07-16 05:53:27,test 6,test 6,"MI2 NND(C) #06 INTEGRATION LOT_ID: 77e9031884 has NG Rate of 19.35% at 2025-07-16 05:53:19. Total defect count is 57. Surface defect count: 33, Dimension defect count: 24. Please Check!!",dc4527dc,test 6,SUCCESS,
2025-07-16 05:53:37,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(A) #01 INTEGRATION LOT_ID: ef24c8dac5 has NG Rate of 11.00% at 2025-07-16 05:53:29. Total defect count is 126. Surface defect count: 41, Dimension defect count: 85. Please Check!!",7b50f1be,김지희 (Jihee Kim),SUCCESS,
2025-07-16 05:53:46,NND alert test 3,NND alert test 3,"MI2 NND(A) #06 FOIL LOT_ID: ec8e59eec9 has NG Rate of 11.81% at 2025-07-16 05:53:39. Total defect count is 86. Surface defect count: 16, Dimension defect count: 70. Please Check!!",812e0dad,NND alert test 3,SUCCESS,
2025-07-16 05:53:56,NND alert test 1,NND alert test 1,"MI2 NND(C) #02 FOIL LOT_ID: 83e394b94c has NG Rate of 8.10% at 2025-07-16 05:53:48. Total defect count is 127. Surface defect count: 97, Dimension defect count: 30. Please Check!!",f88c8a6f,NND alert test 1,SUCCESS,
2025-07-16 05:54:06,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(C) #02 INTEGRATION LOT_ID: ae3b085994 has NG Rate of 0.42% at 2025-07-16 05:53:58. Total defect count is 127. Surface defect count: 41, Dimension defect count: 86. Please Check!!",cbe7e289,김지희 (Jihee Kim),SUCCESS,
2025-07-16 05:54:16,test 10,test 10,"MI2 NND(C) #01 FOIL LOT_ID: 64b632bce7 has NG Rate of 1.16% at 2025-07-16 05:54:08. Total defect count is 143. Surface defect count: 86, Dimension defect count: 57. Please Check!!",f3b67be1,test 10,SUCCESS,
2025-07-16 05:54:26,test 8,test 8,"MI2 NND(C) #04 INTEGRATION LOT_ID: 58d3f5e42b has NG Rate of 1.09% at 2025-07-16 05:54:18. Total defect count is 55. Surface defect count: 55, Dimension defect count: 0. Please Check!!",470ef319,test 8,SUCCESS,
